#{"t_start": 1637157680.4423747, "env_id": null}
r,l,t
-4779.929791,8759,41.00873
-3629.237087,8759,82.155484
-3161.315549,8759,121.791702
-3197.904375,8759,161.740706
-3206.557405,8759,201.539066
-3184.470124,8759,241.184895
-3261.541983,8759,281.391335
-3220.485651,8759,321.050718
-3281.491683,8759,360.836684
-3244.839706,8759,442.123126
-3194.117958,8759,486.016624
-3188.9715,8759,525.78877
-3191.455413,8759,566.843966
-3193.125792,8759,608.666078
-3220.035896,8759,650.303423
-3301.289109,8759,692.526697
-3222.956081,8759,733.226955
-3199.833525,8759,773.563207
-3219.987069,8759,813.765924
-3243.355664,8759,894.908791
