#{"t_start": 1636972684.146837, "env_id": null}
r,l,t
-5292.99974,8759,27.130901
-3345.921964,8759,53.93832
-1790.240929,8759,80.656243
-1354.478407,8759,107.910117
-1315.861439,8759,134.835428
-1295.192355,8759,161.526179
-1309.467998,8759,188.169379
-1339.44987,8759,214.660906
-1301.271837,8759,241.308989
-1369.360379,8759,304.864553
-1465.873385,8759,331.981205
-1290.179907,8759,358.705023
-1239.080292,8759,385.601845
-1109.8227,8759,412.859014
-712.77019,8759,439.662851
-907.174746,8759,466.50261
-722.335907,8759,493.32724
-716.072791,8759,520.044895
-752.345785,8759,547.030104
-751.214524,8759,607.02626
-847.992733,8759,634.000684
-911.842628,8759,660.973656
-869.354633,8759,688.670803
-927.381165,8759,715.476564
-955.998556,8759,742.798808
-924.92105,8759,769.643412
-668.881996,8759,796.570388
-644.785286,8759,823.372426
-728.840588,8759,850.466613
-684.890984,8759,910.294469
