#{"t_start": 1637310115.369086, "env_id": null}
r,l,t
20707.309055,8759,29.89672
20315.137062,8759,58.838897
20527.200278,8759,90.300346
20700.622684,8759,118.910157
20534.301867,8759,148.248098
20327.056556,8759,179.082117
20545.730757,8759,208.216992
20674.738567,8759,236.294073
20985.089013,8759,264.877337
21182.343601,8759,294.029287
21592.73615,8759,321.99551
21363.5228,8759,350.218994
21328.429423,8759,378.291123
21490.732683,8759,408.564988
22356.161209,8759,439.178648
22013.175105,8759,468.996252
22583.65843,8759,501.388882
22540.342579,8759,530.400719
22484.355062,8759,560.841126
22854.017846,8759,589.180037
22980.657969,8759,617.465672
22958.398875,8759,645.539475
23242.035721,8759,673.915794
23051.978051,8759,705.181988
22924.280869,8759,735.515877
23457.463819,8759,764.164697
23424.287059,8759,792.205329
22934.662924,8759,820.516576
23162.054466,8759,848.641538
22938.52294,8759,926.162875
