#{"t_start": 1657094250.5115733, "env_id": "MicrogridControlGym-v0"}
r,l,t
-15990.854419,8759,40.754074
-13247.770599,8759,88.385944
-12871.461073,8759,143.443333
-12880.031859,8759,199.217587
-12872.374494,8759,255.211424
