#{"t_start": 1657100322.3476348, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10951.215454,8759,42.261493
-8451.320066,8759,89.331657
-8183.28915,8759,136.292459
-8123.78818,8759,182.290617
-8217.015849,8759,228.509357
