#{"t_start": 1637865099.6028433, "env_id": null}
r,l,t
-3938.949691,8759,34.993847
-3309.645295,8759,68.006455
-2665.044192,8759,101.190299
-2467.578119,8759,134.291405
-2407.301391,8759,167.326952
-2438.31674,8759,200.707403
-2444.825585,8759,234.512303
-2600.153143,8759,268.014236
-2677.041895,8759,302.013504
-2691.553399,8759,336.125247
-2660.951344,8759,370.294377
-2666.260706,8759,403.871873
-2626.341103,8759,437.944154
-2617.159714,8759,472.20027
-2629.176486,8759,505.685672
-2658.655118,8759,539.196523
-2632.847264,8759,572.821254
-2696.30497,8759,606.387448
-2606.347658,8759,640.218867
-2615.871704,8759,674.519223
-2620.242829,8759,708.043338
-2595.272107,8759,741.877648
-2610.220535,8759,776.030141
-2561.364212,8759,810.054641
-2581.656621,8759,843.814658
-2579.313154,8759,877.513646
-2520.988464,8759,911.190599
-2551.08294,8759,944.949106
-2558.773916,8759,978.998435
-2616.51857,8759,1054.060987
