#{"t_start": 1657116121.6415286, "env_id": "MicrogridControlGym-v0"}
r,l,t
-7471.671669,8759,50.062712
-5476.911499,8759,100.666594
-5194.905513,8759,159.821319
-5173.148862,8759,215.815173
-5379.064728,8759,263.582344
