#{"t_start": 1650030534.7069724, "env_id": null}
r,l,t
-3172.293152,8759,13.560554
-3225.007453,8759,28.242975
-3171.071453,8759,42.886734
-3200.570548,8759,56.997313
-3189.248939,8759,71.407488
-3196.241447,8759,85.78804
-3173.917207,8759,100.249174
-3170.170017,8759,115.335547
-3161.689843,8759,129.905037
-3199.415632,8759,144.620218
-3193.06671,8759,159.242302
-3208.315854,8759,173.767109
-3214.184082,8759,188.686995
-3228.573913,8759,203.459379
-3216.978862,8759,218.329857
-3222.071457,8759,233.493588
-3211.361351,8759,248.456701
-3190.258215,8759,263.370095
-3205.631324,8759,277.942106
-3256.697654,8759,291.264207
-3238.401693,8759,305.288822
-3179.591945,8759,318.413672
-3229.165286,8759,333.57325
-3218.324933,8759,347.032834
-3333.427116,8759,359.949175
-3271.303989,8759,375.879009
-3213.278717,8759,389.294803
-3250.868025,8759,402.164319
-3242.451198,8759,416.109213
-3221.688132,8759,430.000257
-3222.511436,8759,443.967748
-3231.616873,8759,457.004897
-3264.043742,8759,469.887748
-3229.53492,8759,482.636445
-3243.846041,8759,495.3703
