#{"t_start": 1657096472.7257884, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10572.494264,8759,44.351793
-8554.454685,8759,93.753317
-8310.328891,8759,143.975474
-8245.385759,8759,195.446407
-8360.37226,8759,246.999724
