#{"t_start": 1657097228.8028924, "env_id": "MicrogridControlGym-v0"}
r,l,t
-14798.104627,8759,46.370322
-12376.694862,8759,99.538324
-11985.353733,8759,152.725975
-11983.107956,8759,204.128146
-12001.441214,8759,255.78951
