#{"t_start": 1657093974.226367, "env_id": "MicrogridControlGym-v0"}
r,l,t
-8815.467365,8759,54.707831
-6672.55607,8759,114.737889
-6435.654235,8759,172.626157
-6375.624694,8759,228.572821
-6351.875665,8759,276.213145
