#{"t_start": 1657028998.2186487, "env_id": "MicrogridControlGym-v0"}
r,l,t
-5078.697248,8759,38.753497
-3830.552986,8759,82.963123
-3566.041892,8759,126.82636
-3512.125256,8759,171.549996
-3504.828446,8759,215.741934
