#{"t_start": 1636540112.5599337, "env_id": null}
r,l,t
-5056.214057,8759,31.782893
-3552.180306,8759,63.006963
-1929.525686,8759,93.173479
-1518.781437,8759,123.557842
-1508.432458,8759,153.4125
-1283.162852,8759,182.904499
-1452.191285,8759,213.351606
-1376.656536,8759,242.793729
-1194.053545,8759,274.990553
-1098.174606,8759,340.947292
-975.327952,8759,371.552246
-847.561769,8759,401.654202
-648.691878,8759,433.946236
-565.933364,8759,466.00334
-564.437784,8759,496.63634
-620.174191,8759,526.553425
-811.331064,8759,557.726782
-1027.37157,8759,587.457976
-1055.375984,8759,618.588449
-1193.566668,8759,692.151801
-1099.627229,8759,724.486113
-1144.280181,8759,758.101837
-1075.219481,8759,790.52141
-913.890629,8759,822.848681
-932.861569,8759,853.755537
-692.441327,8759,883.37239
-724.122233,8759,912.014998
-831.33914,8759,939.833796
-912.217665,8759,967.613061
-794.434672,8759,1032.291507
