#{"t_start": 1637887338.623429, "env_id": null}
r,l,t
-29706.072565,8759,34.301888
-29920.965321,8759,68.317351
-29888.440035,8759,102.750086
-29650.999887,8759,136.699025
-26336.412265,8759,169.612755
-27112.218373,8759,202.841822
-28704.767675,8759,236.850572
-28700.501017,8759,271.063186
-28571.390276,8759,305.408691
-28887.96298,8759,340.132356
-29253.317271,8759,374.361625
-28081.76129,8759,408.268573
-27860.501249,8759,442.344939
-27703.530929,8759,476.497245
-27550.576272,8759,510.463394
-28018.794688,8759,544.242547
-28074.270825,8759,578.513142
-27444.707749,8759,612.209086
-27879.183665,8759,646.283432
-27152.184609,8759,679.746524
-27013.685901,8759,713.821284
-27392.645018,8759,747.814735
-26962.417135,8759,781.7534
-26734.117646,8759,815.25037
-26812.968972,8759,849.382774
-27635.359329,8759,883.611943
-28762.04664,8759,917.898164
-29004.368805,8759,951.959537
-29472.7405,8759,986.147909
-29432.263274,8759,1068.840667
