#{"t_start": 1636551302.4483473, "env_id": null}
r,l,t
-5510.169047,8759,30.093194
-3301.989695,8759,61.60532
-1733.943983,8759,90.674391
-1361.198852,8759,121.183923
-1281.049016,8759,149.060467
-1225.594548,8759,180.450192
-1059.690622,8759,214.06596
-751.09822,8759,244.846996
-597.781881,8759,273.893041
-602.718817,8759,340.491707
-655.250196,8759,369.237246
-981.907269,8759,401.203838
-1139.787541,8759,430.30413
-1189.217336,8759,458.314136
-1353.040448,8759,486.635321
-1305.027403,8759,513.899682
-1271.994247,8759,541.078177
-1142.40005,8759,568.239761
-828.302871,8759,597.033407
-763.651842,8759,662.28955
-607.568749,8759,689.715663
-559.035835,8759,717.010255
-616.278307,8759,747.280627
-770.147451,8759,777.047233
-820.982386,8759,807.589605
-599.673757,8759,835.622838
-558.449428,8759,864.293446
-563.700072,8759,892.758378
-654.550711,8759,920.889806
-580.26485,8759,984.043173
