#{"t_start": 1637870355.1408255, "env_id": null}
r,l,t
-24754.351706,8759,33.297101
-24435.570593,8759,65.719925
-23483.638333,8759,98.067277
-24549.960623,8759,130.549749
-23473.65161,8759,162.501724
-24022.862767,8759,194.855205
-24597.338545,8759,227.428055
-24046.853544,8759,259.626347
-23596.897242,8759,291.69789
-23671.704794,8759,324.319152
-24673.073972,8759,356.949376
-24339.976367,8759,389.356895
-24899.749558,8759,422.174599
-23485.137566,8759,455.014564
-23318.638558,8759,487.459127
-23350.289279,8759,520.152721
-22961.022115,8759,552.793844
-23528.314322,8759,585.766634
-24555.954895,8759,618.566468
-24226.704725,8759,651.22606
-24557.271758,8759,683.889762
-23217.847365,8759,716.341197
-24511.717843,8759,749.099443
-23268.276041,8759,781.654596
-24098.070786,8759,813.880732
-23209.552211,8759,846.194031
-23548.726714,8759,878.463607
-23591.875381,8759,911.421844
-23020.132498,8759,943.726349
-23438.040742,8759,1009.985876
