#{"t_start": 1657031953.1244934, "env_id": "MicrogridControlGym-v0"}
r,l,t
-10739.258667,8759,52.495316
-8748.437401,8759,101.000848
-8314.074399,8759,148.703974
-8383.057068,8759,197.030942
-8335.939362,8759,246.040986
