#{"t_start": 1657115098.0072472, "env_id": "MicrogridControlGym-v0"}
r,l,t
-16513.769201,8759,43.909597
-14020.722785,8759,92.507918
-13587.5267,8759,142.998265
-13584.915326,8759,192.708814
-13583.065449,8759,242.688884
