#{"t_start": 1657116385.2893934, "env_id": "MicrogridControlGym-v0"}
r,l,t
-8149.408911,8759,45.208729
-6037.81602,8759,100.04028
-5757.434056,8759,154.408274
-5786.489549,8759,209.349334
-5791.495581,8759,264.197462
