#{"t_start": 1657543368.9733293, "env_id": "MicrogridControlGym-v0"}
r,l,t
-11191.622615,8759,51.352232
-8637.118309,8759,107.741461
-8403.813592,8759,169.965765
-8427.164706,8759,227.058012
-8452.433867,8759,280.026965
