#{"t_start": 1650032631.906448, "env_id": null}
r,l,t
-3195.810291,8759,22.502695
-3175.372473,8759,47.515063
-3152.864669,8759,72.26964
-3120.686797,8759,97.157228
-3129.046196,8759,122.246977
-3130.311846,8759,148.087194
-3131.470917,8759,177.922243
-3278.313427,8759,208.32105
-3126.347465,8759,237.971243
-3127.231339,8759,264.98007
-3127.075173,8759,291.687386
-3121.84114,8759,317.797568
-3125.127445,8759,344.527942
-3122.176669,8759,375.772878
-3126.114726,8759,401.937494
-3120.661239,8759,427.05339
-3126.795326,8759,452.1955
-3118.335426,8759,477.394044
-3116.071021,8759,502.465619
-3131.151545,8759,528.573282
-3119.65368,8759,553.798165
-3125.278772,8759,578.825055
-3125.686738,8759,603.846058
-3120.769973,8759,628.813887
-3132.036773,8759,653.911822
-3122.964942,8759,679.115577
-3141.48966,8759,704.228536
-3120.117564,8759,729.364613
-3129.328967,8759,754.467322
-3136.216424,8759,779.497082
-3131.602921,8759,804.73015
-3130.633237,8759,829.988751
-3137.958407,8759,855.174521
