#{"t_start": 1636534769.2582111, "env_id": null}
r,l,t
-5520.921785,8759,67.067988
-3394.861171,8759,131.492684
-1843.541871,8759,194.213109
-1183.952496,8759,254.387334
-958.514725,8759,280.931664
-836.983306,8759,307.538328
-854.209867,8759,334.127995
-798.277951,8759,360.782756
-1018.126155,8759,387.466711
-888.488496,8759,445.699975
-566.664383,8759,472.148257
-487.401663,8759,498.580527
-568.551508,8759,524.782436
-748.478061,8759,551.053768
-752.596892,8759,577.434523
-701.179782,8759,604.035591
-597.008638,8759,630.506171
-587.958656,8759,656.93889
-628.184852,8759,683.401912
-799.572823,8759,742.204477
-846.496904,8759,772.615915
-796.831241,8759,799.69846
-768.532261,8759,828.020214
-903.334364,8759,856.421502
-748.191205,8759,885.083774
-630.915101,8759,914.175074
-488.276133,8759,942.343439
-574.001513,8759,970.420996
-542.639398,8759,998.302428
-561.563547,8759,1062.727015
