#{"t_start": 1657030148.9870048, "env_id": "MicrogridControlGym-v0"}
r,l,t
-12231.332378,8759,44.434259
-10290.981882,8759,94.412621
-9973.124852,8759,146.119605
-9943.034477,8759,197.654978
-10042.741698,8759,247.731912
