Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
05/05 05:00,21.19,318.26,21.19,0,297.07
05/05 06:00,55.51,379.76,55.51,0,324.25
05/05 07:00,131.29,497.39,131.29,0,366.1
05/05 08:00,118.58,593.42,118.58,0,474.84
05/05 09:00,90.72,618.92,90.72,0,528.2
05/05 10:00,86.93,608.11,86.93,0,521.18
05/05 11:00,170.57,657.2,170.57,0,486.63
05/05 12:00,169.06,643.5,169.06,0,474.44
05/05 13:00,207.6,604.09,207.6,0,396.49
05/05 14:00,416.97,544.22,416.97,0,127.25
05/05 15:00,263.14,502.55,263.14,0,239.41
05/05 16:00,243.89,481.07,243.89,0,237.18
05/05 17:00,61.3,498.02,61.3,0,436.72
05/05 18:00,9.87,570.09,9.87,0,560.22
05/05 19:00,0,643.89,0,0,643.89
05/05 20:00,0,672.78,0,0,672.78
05/05 21:00,0,642.4,0,0,642.4
05/05 22:00,0,553.38,0,0,553.38
05/05 23:00,0,456.27,0,0,456.27
06/05 00:00,0,376.2,0,0,376.2
06/05 01:00,0,325.45,0,0,325.45
06/05 02:00,0,306.52,0,0,306.52
06/05 03:00,0,295.19,0,0,295.19
06/05 04:00,0,295.04,0,0,295.04
06/05 05:00,21.18,307.03,21.18,0,285.85
06/05 06:00,155.75,347.6,155.75,0,191.85
06/05 07:00,387.45,430.15,387.45,0,42.7
06/05 08:00,545.05,555.86,545.05,0,10.81
06/05 09:00,487.93,662.76,487.93,0,174.83
06/05 10:00,460.9,719.67,460.9,0,258.77
06/05 11:00,670.26,764.74,670.26,0,94.48
06/05 12:00,757.97,693.26,693.26,64.71,0
06/05 13:00,735.12,615.33,615.33,119.79,0
06/05 14:00,682.25,559.7,559.7,122.55,0
06/05 15:00,531.74,517.32,517.32,14.42,0
06/05 16:00,320.75,497.63,320.75,0,176.88
06/05 17:00,47.77,505.23,47.77,0,457.46
06/05 18:00,11.54,580.71,11.54,0,569.17
06/05 19:00,0,660.68,0,0,660.68
06/05 20:00,0,708.72,0,0,708.72
06/05 21:00,0,659,0,0,659
06/05 22:00,0,546.84,0,0,546.84
06/05 23:00,0,428.49,0,0,428.49
07/05 00:00,0,359.08,0,0,359.08
07/05 01:00,0,312.3,0,0,312.3
07/05 02:00,0,294.51,0,0,294.51
07/05 03:00,0,285.49,0,0,285.49
07/05 04:00,0,292.28,0,0,292.28
07/05 05:00,29.77,312.06,29.77,0,282.29
07/05 06:00,154.59,370.96,154.59,0,216.37
07/05 07:00,378.02,487.22,378.02,0,109.2
07/05 08:00,560.22,583.69,560.22,0,23.47
07/05 09:00,687.7,605.97,605.97,81.73,0
07/05 10:00,796.5,600.51,600.51,195.99,0
07/05 11:00,840.05,648.88,648.88,191.17,0
07/05 12:00,814.76,637.87,637.87,176.89,0
07/05 13:00,699.29,597.8,597.8,101.49,0
07/05 14:00,601.78,540.02,540.02,61.76,0
07/05 15:00,341.5,498.21,341.5,0,156.71
07/05 16:00,200.88,478.95,200.88,0,278.07
07/05 17:00,82.88,493.78,82.88,0,410.9
07/05 18:00,15.11,563.54,15.11,0,548.43
07/05 19:00,0,633.8,0,0,633.8
07/05 20:00,0,657.43,0,0,657.43
07/05 21:00,0,629.47,0,0,629.47
07/05 22:00,0,544.37,0,0,544.37
07/05 23:00,0,449.99,0,0,449.99
08/05 00:00,0,373.91,0,0,373.91
08/05 01:00,0,323.51,0,0,323.51
08/05 02:00,0,303.41,0,0,303.41
08/05 03:00,0,291.81,0,0,291.81
08/05 04:00,0,291.31,0,0,291.31
08/05 05:00,22.61,303.15,22.61,0,280.54
08/05 06:00,12.5,342.35,12.5,0,329.85
08/05 07:00,20.89,423.29,20.89,0,402.4
08/05 08:00,62.16,546.49,62.16,0,484.33
08/05 09:00,62.04,650.35,62.04,0,588.31
08/05 10:00,85.54,710.43,85.54,0,624.89
08/05 11:00,122.25,759.42,122.25,0,637.17
08/05 12:00,94.01,694.76,94.01,0,600.75
08/05 13:00,113.52,614.82,113.52,0,501.3
08/05 14:00,138.71,556.17,138.71,0,417.46
08/05 15:00,78.22,514.04,78.22,0,435.82
08/05 16:00,30.86,492.66,30.86,0,461.8
08/05 17:00,13.59,503.58,13.59,0,489.99
08/05 18:00,7.8,577.79,7.8,0,569.99
08/05 19:00,0,646.9,0,0,646.9
08/05 20:00,0,686.73,0,0,686.73
08/05 21:00,0,644.62,0,0,644.62
08/05 22:00,0,538.85,0,0,538.85
08/05 23:00,0,418.89,0,0,418.89
09/05 00:00,0,340.66,0,0,340.66
09/05 01:00,0,299.52,0,0,299.52
09/05 02:00,0,294.14,0,0,294.14
09/05 03:00,0,289.86,0,0,289.86
09/05 04:00,0,299.28,0,0,299.28
09/05 05:00,1.11,342.51,1.11,0,341.4
09/05 06:00,16.21,450.64,16.21,0,434.43
09/05 07:00,36.8,532.21,36.8,0,495.41
09/05 08:00,60.45,564.42,60.45,0,503.97
09/05 09:00,65.3,553.88,65.3,0,488.58
09/05 10:00,123.04,544.94,123.04,0,421.9
09/05 11:00,656.29,603.46,603.46,52.83,0
09/05 12:00,257.8,586.57,257.8,0,328.77
09/05 13:00,262.55,540.17,262.55,0,277.62
09/05 14:00,520,478.19,478.19,41.81,0
09/05 15:00,76.12,451.74,76.12,0,375.62
09/05 16:00,61.5,458.59,61.5,0,397.09
09/05 17:00,83.42,484.94,83.42,0,401.52
09/05 18:00,13.43,583.52,13.43,0,570.09
09/05 19:00,0,670.32,0,0,670.32
09/05 20:00,0,717.72,0,0,717.72
09/05 21:00,0,687.73,0,0,687.73
09/05 22:00,0,559.37,0,0,559.37
09/05 23:00,0,421.74,0,0,421.74
10/05 00:00,0,339.36,0,0,339.36
10/05 01:00,0,296.9,0,0,296.9
10/05 02:00,0,286.62,0,0,286.62
10/05 03:00,0,287.33,0,0,287.33
10/05 04:00,0,295.11,0,0,295.11
10/05 05:00,26.1,336.13,26.1,0,310.03
10/05 06:00,153.73,456.61,153.73,0,302.88
10/05 07:00,365.01,533.52,365.01,0,168.51
10/05 08:00,541.69,540.94,540.94,0.75,0
10/05 09:00,661.86,525.03,525.03,136.83,0
10/05 10:00,707.46,528.38,528.38,179.08,0
10/05 11:00,816.95,569.64,569.64,247.31,0
10/05 12:00,775.2,552.9,552.9,222.3,0
10/05 13:00,774.56,512.59,512.59,261.97,0
10/05 14:00,618.51,447.13,447.13,171.38,0
10/05 15:00,148.28,430.97,148.28,0,282.69
10/05 16:00,99.08,443.3,99.08,0,344.22
10/05 17:00,98.72,488.67,98.72,0,389.95
10/05 18:00,3.21,599.3,3.21,0,596.09
10/05 19:00,0,668.31,0,0,668.31
10/05 20:00,0,708.38,0,0,708.38
10/05 21:00,0,671.9,0,0,671.9
10/05 22:00,0,547.76,0,0,547.76
10/05 23:00,0,418.23,0,0,418.23
11/05 00:00,0,341.75,0,0,341.75
11/05 01:00,0,301.68,0,0,301.68
11/05 02:00,0,293.5,0,0,293.5
11/05 03:00,0,288.14,0,0,288.14
11/05 04:00,0,297.79,0,0,297.79
11/05 05:00,1.48,337.98,1.48,0,336.5
11/05 06:00,25.2,449.22,25.2,0,424.02
11/05 07:00,58.36,553.88,58.36,0,495.52
11/05 08:00,255.53,566.2,255.53,0,310.67
11/05 09:00,68.99,543.9,68.99,0,474.91
11/05 10:00,50.31,548.9,50.31,0,498.59
11/05 11:00,53.14,595.08,53.14,0,541.94
11/05 12:00,475.27,574.96,475.27,0,99.69
11/05 13:00,661.58,549.36,549.36,112.22,0
11/05 14:00,51.54,489.79,51.54,0,438.25
11/05 15:00,80.67,465.94,80.67,0,385.27
11/05 16:00,118,465.55,118,0,347.55
11/05 17:00,72.42,490.52,72.42,0,418.1
11/05 18:00,0,577.3,0,0,577.3
11/05 19:00,0,647.95,0,0,647.95
11/05 20:00,0,683.89,0,0,683.89
11/05 21:00,0,652.94,0,0,652.94
11/05 22:00,0,547.8,0,0,547.8
11/05 23:00,0,435.69,0,0,435.69
12/05 00:00,0,359.08,0,0,359.08
12/05 01:00,0,312.3,0,0,312.3
12/05 02:00,0,294.51,0,0,294.51
12/05 03:00,0,285.49,0,0,285.49
12/05 04:00,0,292.28,0,0,292.28
12/05 05:00,25.9,312.06,25.9,0,286.16
12/05 06:00,41.32,370.96,41.32,0,329.64
12/05 07:00,171.35,487.22,171.35,0,315.87
12/05 08:00,561.28,583.69,561.28,0,22.41
12/05 09:00,566.37,605.97,566.37,0,39.6
12/05 10:00,826.52,600.51,600.51,226.01,0
12/05 11:00,900.46,648.88,648.88,251.58,0
12/05 12:00,857.92,637.87,637.87,220.05,0
12/05 13:00,838.07,597.8,597.8,240.27,0
12/05 14:00,703.32,540.02,540.02,163.3,0
12/05 15:00,527.99,498.21,498.21,29.78,0
12/05 16:00,324.64,478.95,324.64,0,154.31
12/05 17:00,106.73,493.78,106.73,0,387.05
12/05 18:00,14.79,563.54,14.79,0,548.75
12/05 19:00,0,633.8,0,0,633.8
12/05 20:00,0,657.43,0,0,657.43
12/05 21:00,0,629.47,0,0,629.47
12/05 22:00,0,544.37,0,0,544.37
12/05 23:00,0,449.99,0,0,449.99
13/05 00:00,0,373.91,0,0,373.91
13/05 01:00,0,323.51,0,0,323.51
13/05 02:00,0,303.41,0,0,303.41
13/05 03:00,0,291.81,0,0,291.81
13/05 04:00,0,291.31,0,0,291.31
13/05 05:00,22.4,303.15,22.4,0,280.75
13/05 06:00,161.72,342.35,161.72,0,180.63
13/05 07:00,346.63,423.29,346.63,0,76.66
13/05 08:00,565.02,546.49,546.49,18.53,0
13/05 09:00,685.95,650.35,650.35,35.6,0
13/05 10:00,745.96,710.43,710.43,35.53,0
13/05 11:00,825.43,759.42,759.42,66.01,0
13/05 12:00,823.99,694.76,694.76,129.23,0
13/05 13:00,791.55,614.82,614.82,176.73,0
13/05 14:00,670.05,556.17,556.17,113.88,0
13/05 15:00,518.65,514.04,514.04,4.61,0
13/05 16:00,318.54,492.66,318.54,0,174.12
13/05 17:00,104.82,503.58,104.82,0,398.76
13/05 18:00,14.57,577.79,14.57,0,563.22
13/05 19:00,0,646.9,0,0,646.9
13/05 20:00,0,686.73,0,0,686.73
13/05 21:00,0,644.62,0,0,644.62
13/05 22:00,0,538.85,0,0,538.85
13/05 23:00,0,418.96,0,0,418.96
14/05 00:00,0,342.14,0,0,342.14
14/05 01:00,0,300.71,0,0,300.71
14/05 02:00,0,289.51,0,0,289.51
14/05 03:00,0,291.16,0,0,291.16
14/05 04:00,0,300.74,0,0,300.74
14/05 05:00,22.81,337.6,22.81,0,314.79
14/05 06:00,163.88,447.13,163.88,0,283.25
14/05 07:00,385.83,561.44,385.83,0,175.61
14/05 08:00,572.63,610.67,572.63,0,38.04
14/05 09:00,720.75,617.07,617.07,103.68,0
14/05 10:00,806.26,603.21,603.21,203.05,0
14/05 11:00,853.28,637.46,637.46,215.82,0
14/05 12:00,846.13,600.7,600.7,245.43,0
14/05 13:00,771.09,560.42,560.42,210.67,0
14/05 14:00,556.19,492.82,492.82,63.37,0
14/05 15:00,392.89,461.2,392.89,0,68.31
14/05 16:00,248.44,461.62,248.44,0,213.18
14/05 17:00,105.78,505.68,105.78,0,399.9
14/05 18:00,15.92,608.01,15.92,0,592.09
14/05 19:00,0,688.45,0,0,688.45
14/05 20:00,0,729.22,0,0,729.22
14/05 21:00,0,675.85,0,0,675.85
14/05 22:00,0,547.6,0,0,547.6
14/05 23:00,0,411.77,0,0,411.77
15/05 00:00,0,333.1,0,0,333.1
15/05 01:00,0,295.98,0,0,295.98
15/05 02:00,0,286.59,0,0,286.59
15/05 03:00,0,286.11,0,0,286.11
15/05 04:00,0,296.94,0,0,296.94
15/05 05:00,25.28,339.97,25.28,0,314.69
15/05 06:00,165.26,461.34,165.26,0,296.08
15/05 07:00,389.42,561.48,389.42,0,172.06
15/05 08:00,575.92,558.01,558.01,17.91,0
15/05 09:00,734.29,528.11,528.11,206.18,0
15/05 10:00,816.63,529.92,529.92,286.71,0
15/05 11:00,865.62,584.26,584.26,281.36,0
15/05 12:00,858.26,563.18,563.18,295.08,0
15/05 13:00,791.26,519.68,519.68,271.58,0
15/05 14:00,674.75,455.81,455.81,218.94,0
15/05 15:00,519.02,434.71,434.71,84.31,0
15/05 16:00,320.09,443.76,320.09,0,123.67
15/05 17:00,108.35,489.78,108.35,0,381.43
15/05 18:00,16.66,590.32,16.66,0,573.66
15/05 19:00,0,672.15,0,0,672.15
15/05 20:00,0,699.86,0,0,699.86
15/05 21:00,0,672.72,0,0,672.72
15/05 22:00,0,555.95,0,0,555.95
15/05 23:00,0,412.21,0,0,412.21
16/05 00:00,0,338.03,0,0,338.03
16/05 01:00,0,295.17,0,0,295.17
16/05 02:00,0,288.74,0,0,288.74
16/05 03:00,0,285.47,0,0,285.47
16/05 04:00,0,295.31,0,0,295.31
16/05 05:00,19.39,337.42,19.39,0,318.03
16/05 06:00,164.35,443.62,164.35,0,279.27
16/05 07:00,379.1,524.09,379.1,0,144.99
16/05 08:00,568.26,563.77,563.77,4.49,0
16/05 09:00,717.71,553.2,553.2,164.51,0
16/05 10:00,806.69,538.88,538.88,267.81,0
16/05 11:00,845.68,596.78,596.78,248.9,0
16/05 12:00,844.09,581.36,581.36,262.73,0
16/05 13:00,782.6,535.97,535.97,246.63,0
16/05 14:00,668.73,474.31,474.31,194.42,0
16/05 15:00,496.57,447.61,447.61,48.96,0
16/05 16:00,264.45,457.82,264.45,0,193.37
16/05 17:00,109.79,486.23,109.79,0,376.44
16/05 18:00,21.1,581.99,21.1,0,560.89
16/05 19:00,0,660.63,0,0,660.63
16/05 20:00,0,704.33,0,0,704.33
16/05 21:00,0,681.27,0,0,681.27
16/05 22:00,0,559.16,0,0,559.16
16/05 23:00,0,428.26,0,0,428.26
17/05 00:00,0,370.85,0,0,370.85
17/05 01:00,0,321.37,0,0,321.37
17/05 02:00,0,300.74,0,0,300.74
17/05 03:00,0,289.39,0,0,289.39
17/05 04:00,0,290.54,0,0,290.54
17/05 05:00,24.42,301.72,24.42,0,277.3
17/05 06:00,97.99,339.24,97.99,0,241.25
17/05 07:00,215.51,421.71,215.51,0,206.2
17/05 08:00,129.79,543.94,129.79,0,414.15
17/05 09:00,113.27,640.87,113.27,0,527.6
17/05 10:00,127.09,701.14,127.09,0,574.05
17/05 11:00,122.84,748.1,122.84,0,625.26
17/05 12:00,88.69,682.27,88.69,0,593.58
17/05 13:00,48.57,602.96,48.57,0,554.39
17/05 14:00,91.76,546.08,91.76,0,454.32
17/05 15:00,44.22,509.18,44.22,0,464.96
17/05 16:00,30.42,488.43,30.42,0,458.01
17/05 17:00,54.04,500.38,54.04,0,446.34
17/05 18:00,2.4,568.73,2.4,0,566.33
17/05 19:00,0,634.81,0,0,634.81
17/05 20:00,0,674.48,0,0,674.48
17/05 21:00,0,638.35,0,0,638.35
17/05 22:00,0,541.8,0,0,541.8
17/05 23:00,0,423.9,0,0,423.9
18/05 00:00,0,354.48,0,0,354.48
18/05 01:00,0,308.98,0,0,308.98
18/05 02:00,0,291.9,0,0,291.9
18/05 03:00,0,282.76,0,0,282.76
18/05 04:00,0,288.48,0,0,288.48
18/05 05:00,31.28,307.89,31.28,0,276.61
18/05 06:00,119.7,366.56,119.7,0,246.86
18/05 07:00,270.87,479.86,270.87,0,208.99
18/05 08:00,309.07,574.53,309.07,0,265.46
18/05 09:00,447.66,596.37,447.66,0,148.71
18/05 10:00,508.42,591.97,508.42,0,83.55
18/05 11:00,643.07,638.21,638.21,4.86,0
18/05 12:00,323.98,627.73,323.98,0,303.75
18/05 13:00,288.16,594.05,288.16,0,305.89
18/05 14:00,360.65,535.99,360.65,0,175.34
18/05 15:00,158.21,494.15,158.21,0,335.94
18/05 16:00,166.43,473.54,166.43,0,307.11
18/05 17:00,75.41,492.54,75.41,0,417.13
18/05 18:00,17.93,557.2,17.93,0,539.27
18/05 19:00,0,618.33,0,0,618.33
18/05 20:00,0,639.04,0,0,639.04
18/05 21:00,0,613.68,0,0,613.68
18/05 22:00,0,538.55,0,0,538.55
18/05 23:00,0,443.41,0,0,443.41
19/05 00:00,0,354.48,0,0,354.48
19/05 01:00,0,308.98,0,0,308.98
19/05 02:00,0,291.9,0,0,291.9
19/05 03:00,0,282.76,0,0,282.76
19/05 04:00,0,288.48,0,0,288.48
19/05 05:00,12.43,307.89,12.43,0,295.46
19/05 06:00,11.76,366.56,11.76,0,354.8
19/05 07:00,61.2,479.86,61.2,0,418.66
19/05 08:00,68.22,574.53,68.22,0,506.31
19/05 09:00,98.18,596.37,98.18,0,498.19
19/05 10:00,73.37,591.97,73.37,0,518.6
19/05 11:00,81.37,638.21,81.37,0,556.84
19/05 12:00,134.67,627.73,134.67,0,493.06
19/05 13:00,110.99,594.05,110.99,0,483.06
19/05 14:00,158.23,535.99,158.23,0,377.76
19/05 15:00,129.65,494.15,129.65,0,364.5
19/05 16:00,111.61,473.54,111.61,0,361.93
19/05 17:00,8.96,492.54,8.96,0,483.58
19/05 18:00,4.38,557.2,4.38,0,552.82
19/05 19:00,0,618.33,0,0,618.33
19/05 20:00,0,639.04,0,0,639.04
19/05 21:00,0,613.68,0,0,613.68
19/05 22:00,0,538.55,0,0,538.55
19/05 23:00,0,447,0,0,447
20/05 00:00,0,370.85,0,0,370.85
20/05 01:00,0,321.37,0,0,321.37
20/05 02:00,0,300.74,0,0,300.74
20/05 03:00,0,289.39,0,0,289.39
20/05 04:00,0,290.54,0,0,290.54
20/05 05:00,8.51,301.72,8.51,0,293.21
20/05 06:00,16.56,339.24,16.56,0,322.68
20/05 07:00,57.98,421.71,57.98,0,363.73
20/05 08:00,149.28,543.94,149.28,0,394.66
20/05 09:00,138.39,640.87,138.39,0,502.48
20/05 10:00,79.83,701.14,79.83,0,621.31
20/05 11:00,97.81,748.1,97.81,0,650.29
20/05 12:00,74.25,682.27,74.25,0,608.02
20/05 13:00,120.2,602.96,120.2,0,482.76
20/05 14:00,64.39,546.08,64.39,0,481.69
20/05 15:00,97.56,509.18,97.56,0,411.62
20/05 16:00,38.46,488.43,38.46,0,449.97
20/05 17:00,29.42,500.38,29.42,0,470.96
20/05 18:00,1.89,568.73,1.89,0,566.84
20/05 19:00,0,634.81,0,0,634.81
20/05 20:00,0,674.48,0,0,674.48
20/05 21:00,0,638.35,0,0,638.35
20/05 22:00,0,541.8,0,0,541.8
20/05 23:00,0,418.85,0,0,418.85
21/05 00:00,0,337.64,0,0,337.64
21/05 01:00,0,296.69,0,0,296.69
21/05 02:00,0,284.71,0,0,284.71
21/05 03:00,0,286.06,0,0,286.06
21/05 04:00,0,294.83,0,0,294.83
21/05 05:00,28.92,331.6,28.92,0,302.68
21/05 06:00,138.97,437.47,138.97,0,298.5
21/05 07:00,363.57,547.93,363.57,0,184.36
21/05 08:00,508.08,598.9,508.08,0,90.82
21/05 09:00,696.22,600.39,600.39,95.83,0
21/05 10:00,765.24,587.18,587.18,178.06,0
21/05 11:00,557.03,624.57,557.03,0,67.54
21/05 12:00,426.64,587.18,426.64,0,160.54
21/05 13:00,509.65,549.52,509.65,0,39.87
21/05 14:00,390.93,484.62,390.93,0,93.69
21/05 15:00,339.96,452.05,339.96,0,112.09
21/05 16:00,114.22,455.36,114.22,0,341.14
21/05 17:00,94.63,498.19,94.63,0,403.56
21/05 18:00,22.51,593.72,22.51,0,571.21
21/05 19:00,0,670.08,0,0,670.08
21/05 20:00,0,708.86,0,0,708.86
21/05 21:00,0,661.2,0,0,661.2
21/05 22:00,0,545.08,0,0,545.08
21/05 23:00,0,411.57,0,0,411.57
22/05 00:00,0,332.26,0,0,332.26
22/05 01:00,0,294.06,0,0,294.06
22/05 02:00,0,284.21,0,0,284.21
22/05 03:00,0,282.89,0,0,282.89
22/05 04:00,0,294.65,0,0,294.65
22/05 05:00,21.56,335.72,21.56,0,314.16
22/05 06:00,166.12,452.63,166.12,0,286.51
22/05 07:00,377.84,555.09,377.84,0,177.25
22/05 08:00,565.09,546.08,546.08,19.01,0
22/05 09:00,710.13,515.21,515.21,194.92,0
22/05 10:00,809.68,517.59,517.59,292.09,0
22/05 11:00,834.75,575.17,575.17,259.58,0
22/05 12:00,837.43,555.68,555.68,281.75,0
22/05 13:00,759.4,512.59,512.59,246.81,0
22/05 14:00,653.25,450.03,450.03,203.22,0
22/05 15:00,400.31,432.46,400.31,0,32.15
22/05 16:00,257.93,442.21,257.93,0,184.28
22/05 17:00,109.97,486.47,109.97,0,376.5
22/05 18:00,28.46,582.76,28.46,0,554.3
22/05 19:00,0,654.44,0,0,654.44
22/05 20:00,0,674.76,0,0,674.76
22/05 21:00,0,657.06,0,0,657.06
22/05 22:00,0,552.85,0,0,552.85
22/05 23:00,0,411.8,0,0,411.8
23/05 00:00,0,338.02,0,0,338.02
23/05 01:00,0,294.47,0,0,294.47
23/05 02:00,0,287.66,0,0,287.66
23/05 03:00,0,283.12,0,0,283.12
23/05 04:00,0,292.79,0,0,292.79
23/05 05:00,19.54,331.8,19.54,0,312.26
23/05 06:00,168.91,432.98,168.91,0,264.07
23/05 07:00,377.96,511.62,377.96,0,133.66
23/05 08:00,545.81,551.48,545.81,0,5.67
23/05 09:00,681.09,538.84,538.84,142.25,0
23/05 10:00,765.12,526.67,526.67,238.45,0
23/05 11:00,805.65,586.79,586.79,218.86,0
23/05 12:00,794.81,570.09,570.09,224.72,0
23/05 13:00,744.71,530.47,530.47,214.24,0
23/05 14:00,655.57,470.57,470.57,185,0
23/05 15:00,503.02,442.18,442.18,60.84,0
23/05 16:00,316.81,453.88,316.81,0,137.07
23/05 17:00,111.88,480.46,111.88,0,368.58
23/05 18:00,17.99,570.32,17.99,0,552.33
23/05 19:00,0,646.69,0,0,646.69
23/05 20:00,0,684.63,0,0,684.63
23/05 21:00,0,660.41,0,0,660.41
23/05 22:00,0,551.1,0,0,551.1
23/05 23:00,0,416.13,0,0,416.13
24/05 00:00,0,334.03,0,0,334.03
24/05 01:00,0,294.16,0,0,294.16
24/05 02:00,0,282.5,0,0,282.5
24/05 03:00,0,280.64,0,0,280.64
24/05 04:00,0,287.52,0,0,287.52
24/05 05:00,27.7,327.74,27.7,0,300.04
24/05 06:00,164.96,442.29,164.96,0,277.33
24/05 07:00,363.01,522.12,363.01,0,159.11
24/05 08:00,504.74,526.19,504.74,0,21.45
24/05 09:00,599.53,503.6,503.6,95.93,0
24/05 10:00,742.35,508.95,508.95,233.4,0
24/05 11:00,797.04,552.77,552.77,244.27,0
24/05 12:00,799.59,541.6,541.6,257.99,0
24/05 13:00,744.75,499.64,499.64,245.11,0
24/05 14:00,0,439.96,0,0,439.96
24/05 15:00,502.3,425.39,425.39,76.91,0
24/05 16:00,311.08,432.86,311.08,0,121.78
24/05 17:00,113.82,480.87,113.82,0,367.05
24/05 18:00,28.26,579.72,28.26,0,551.46
24/05 19:00,0,645.65,0,0,645.65
24/05 20:00,0,682.37,0,0,682.37
24/05 21:00,0,647.89,0,0,647.89
24/05 22:00,0,538.68,0,0,538.68
24/05 23:00,0,411.74,0,0,411.74
25/05 00:00,0,332.21,0,0,332.21
25/05 01:00,0,294.93,0,0,294.93
25/05 02:00,0,286.3,0,0,286.3
25/05 03:00,0,280.83,0,0,280.83
25/05 04:00,0,289.84,0,0,289.84
25/05 05:00,38.74,329.14,38.74,0,290.4
25/05 06:00,46.28,436.01,46.28,0,389.73
25/05 07:00,63.8,533.52,63.8,0,469.72
25/05 08:00,63.46,545.96,63.46,0,482.5
25/05 09:00,63.11,528.43,63.11,0,465.32
25/05 10:00,49.63,531.62,49.63,0,481.99
25/05 11:00,70.54,578.39,70.54,0,507.85
25/05 12:00,173.41,559.8,173.41,0,386.39
25/05 13:00,401.37,537.66,401.37,0,136.29
25/05 14:00,70.71,480.25,70.71,0,409.54
25/05 15:00,84,456.95,84,0,372.95
25/05 16:00,29.93,460.26,29.93,0,430.33
25/05 17:00,80.1,484.3,80.1,0,404.2
25/05 18:00,25.09,563.22,25.09,0,538.13
25/05 19:00,0,623.82,0,0,623.82
25/05 20:00,0,647.62,0,0,647.62
25/05 21:00,0,623.94,0,0,623.94
25/05 22:00,0,534.11,0,0,534.11
25/05 23:00,0,426.72,0,0,426.72
26/05 00:00,0,355.31,0,0,355.31
26/05 01:00,0,311,0,0,311
26/05 02:00,0,294.2,0,0,294.2
26/05 03:00,0,285.19,0,0,285.19
26/05 04:00,0,290.32,0,0,290.32
26/05 05:00,41.26,308.09,41.26,0,266.83
26/05 06:00,164.45,366.61,164.45,0,202.16
26/05 07:00,370.03,477.52,370.03,0,107.49
26/05 08:00,558.29,569.43,558.29,0,11.14
26/05 09:00,697.53,593.89,593.89,103.64,0
26/05 10:00,602.09,592.55,592.55,9.54,0
26/05 11:00,459.18,638.31,459.18,0,179.13
26/05 12:00,342.81,624.55,342.81,0,281.74
26/05 13:00,140.28,590.82,140.28,0,450.54
26/05 14:00,207.52,532.9,207.52,0,325.38
26/05 15:00,499.41,492.13,492.13,7.28,0
26/05 16:00,68.99,475.32,68.99,0,406.33
26/05 17:00,105.12,497.96,105.12,0,392.84
26/05 18:00,26.97,557.23,26.97,0,530.26
26/05 19:00,0,615.65,0,0,615.65
26/05 20:00,0,628.45,0,0,628.45
26/05 21:00,0,606.41,0,0,606.41
26/05 22:00,0,538.39,0,0,538.39
26/05 23:00,0,446.68,0,0,446.68
27/05 00:00,0,367.58,0,0,367.58
27/05 01:00,0,320.82,0,0,320.82
27/05 02:00,0,298.11,0,0,298.11
27/05 03:00,0,287.12,0,0,287.12
27/05 04:00,0,288.01,0,0,288.01
27/05 05:00,25.39,298.85,25.39,0,273.46
27/05 06:00,163.74,336.78,163.74,0,173.04
27/05 07:00,328.54,419.98,328.54,0,91.44
27/05 08:00,521.15,535.09,521.15,0,13.94
27/05 09:00,648.67,631.89,631.89,16.78,0
27/05 10:00,686.9,695.01,686.9,0,8.11
27/05 11:00,510.47,736.3,510.47,0,225.83
27/05 12:00,604.99,669.8,604.99,0,64.81
27/05 13:00,489.18,598.09,489.18,0,108.91
27/05 14:00,305.4,542.84,305.4,0,237.44
27/05 15:00,295.05,504.54,295.05,0,209.49
27/05 16:00,81.65,482.33,81.65,0,400.68
27/05 17:00,98.46,497.56,98.46,0,399.1
27/05 18:00,22.5,564.42,22.5,0,541.92
27/05 19:00,0,630.65,0,0,630.65
27/05 20:00,0,666.93,0,0,666.93
27/05 21:00,0,634.01,0,0,634.01
27/05 22:00,0,539.84,0,0,539.84
27/05 23:00,0,428.05,0,0,428.05
28/05 00:00,0,370.12,0,0,370.12
28/05 01:00,0,324.33,0,0,324.33
28/05 02:00,0,300.21,0,0,300.21
28/05 03:00,0,288.64,0,0,288.64
28/05 04:00,0,289.9,0,0,289.9
28/05 05:00,30.3,301.46,30.3,0,271.16
28/05 06:00,19.93,339.76,19.93,0,319.83
28/05 07:00,48.16,419.85,48.16,0,371.69
28/05 08:00,249.5,532.78,249.5,0,283.28
28/05 09:00,67.42,624.19,67.42,0,556.77
28/05 10:00,73.62,683.14,73.62,0,609.52
28/05 11:00,148.1,723.06,148.1,0,574.96
28/05 12:00,90.97,659.89,90.97,0,568.92
28/05 13:00,133.21,592.59,133.21,0,459.38
28/05 14:00,220.69,541.12,220.69,0,320.43
28/05 15:00,90.21,504.69,90.21,0,414.48
28/05 16:00,168.27,486.64,168.27,0,318.37
28/05 17:00,75.17,498.08,75.17,0,422.91
28/05 18:00,32.14,567.1,32.14,0,534.96
28/05 19:00,0,629.66,0,0,629.66
28/05 20:00,0,658.62,0,0,658.62
28/05 21:00,0,629.18,0,0,629.18
28/05 22:00,0,543.34,0,0,543.34
28/05 23:00,0,419.68,0,0,419.68
29/05 00:00,0,329.62,0,0,329.62
29/05 01:00,0,293.66,0,0,293.66
29/05 02:00,0,281.9,0,0,281.9
