Date,ProdPV,Consumption,Autoconsumed_power,Injected_power,Extracted_power
25/01 12:00,59.05,459.16,192.41,0,266.75
25/01 13:00,143.06,389.85,228.04,0,161.81
25/01 14:00,50.48,326.35,102.82,0,223.53
25/01 15:00,67.55,349.6,154.59,0,195.01
25/01 16:00,22.77,253.25,0,0,253.25
25/01 17:00,0,333.64,0,0,333.64
25/01 18:00,0,430.9,0,0,430.9
25/01 19:00,0,464.63,0,0,464.63
25/01 20:00,0,440.26,0,0,440.26
25/01 21:00,0,367.02,0,0,367.02
25/01 22:00,0,297.61,0,0,297.61
25/01 23:00,0,235.73,0,0,235.73
26/01 00:00,0,195.14,0,0,195.14
26/01 01:00,0,176.31,0,0,176.31
26/01 02:00,0,166.46,0,0,166.46
26/01 03:00,0,166.17,0,0,166.17
26/01 04:00,0,176.45,0,0,176.45
26/01 05:00,0,196.36,0,0,196.36
26/01 06:00,0,259,0,0,259
26/01 07:00,0,320.14,0,0,320.14
26/01 08:00,38.12,369.77,88.46,0,281.31
26/01 09:00,67.97,537.21,302.59,0,234.62
26/01 10:00,37.6,520.4,251.06,0,269.34
26/01 11:00,124.38,481.35,282.67,0,198.68
26/01 12:00,77.66,468.13,230.01,0,238.12
26/01 13:00,50.39,538.39,294.39,0,244
26/01 14:00,55.11,462.19,258.65,0,203.54
26/01 15:00,57.36,437.8,247.58,0,190.22
26/01 16:00,24.48,510.35,267.41,0,242.93
26/01 17:00,0,374.51,38.17,0,336.34
26/01 18:00,0,435.37,0,0,435.37
26/01 19:00,0,464.69,0,0,464.69
26/01 20:00,0,435.08,0,0,435.08
26/01 21:00,0,364.17,0,0,364.17
26/01 22:00,0,292.32,0,0,292.32
26/01 23:00,0,227.83,0,0,227.83
27/01 00:00,0,188.72,0,0,188.72
27/01 01:00,0,173.69,0,0,173.69
27/01 02:00,0,163.85,0,0,163.85
27/01 03:00,0,165.93,0,0,165.93
27/01 04:00,0,176.79,0,0,176.79
27/01 05:00,0,196.84,0,0,196.84
27/01 06:00,0,255.11,0,0,255.11
27/01 07:00,0,321.59,0,0,321.59
27/01 08:00,144.46,218.62,30.79,0,187.83
27/01 09:00,169.5,173.21,33.63,0,139.58
27/01 10:00,169.72,178.79,35.05,0,143.74
27/01 11:00,105.59,280.45,53.03,0,227.42
27/01 12:00,367.48,49.05,49.05,48.76,0
27/01 13:00,121.91,225.6,45.84,0,179.76
27/01 14:00,114.64,214.7,53.03,0,161.67
27/01 15:00,25.16,340.93,99.69,0,241.24
27/01 16:00,82.36,200.97,2.91,0,198.06
27/01 17:00,0,327.63,0,0,327.63
27/01 18:00,0,420.11,0,0,420.11
27/01 19:00,0,454.96,0,0,454.96
27/01 20:00,0,426.14,0,0,426.14
27/01 21:00,0,359.88,0,0,359.88
27/01 22:00,0,297.8,0,0,297.8
27/01 23:00,0,242.78,0,0,242.78
28/01 00:00,0,206.25,0,0,206.25
28/01 01:00,0,184.29,0,0,184.29
28/01 02:00,0,170.47,0,0,170.47
28/01 03:00,0,168.28,0,0,168.28
28/01 04:00,0,174.99,0,0,174.99
28/01 05:00,0,183.67,0,0,183.67
28/01 06:00,0,204.81,0,0,204.81
28/01 07:00,0,278.16,0,0,278.16
28/01 08:00,30.79,581.03,272.16,0,308.87
28/01 09:00,37.77,674.61,356.19,0,318.42
28/01 10:00,203.67,515.03,359.35,0,155.68
28/01 11:00,435.75,386.15,386.15,49.6,0
28/01 12:00,330.39,431.33,380.86,0,50.47
28/01 13:00,226.11,493.81,359.96,0,133.85
28/01 14:00,248.21,403.65,325.93,0,77.72
28/01 15:00,384.55,299.45,299.45,80.81,0
28/01 16:00,67.75,244.93,3.96,0,240.97
28/01 17:00,0,351.44,0,0,351.44
28/01 18:00,0,425.53,0,0,425.53
28/01 19:00,0,447.42,0,0,447.42
28/01 20:00,0,417.83,0,0,417.83
28/01 21:00,0,353.33,0,0,353.33
28/01 22:00,0,306.68,0,0,306.68
28/01 23:00,0,254.11,0,0,254.11
29/01 00:00,0,218.85,0,0,218.85
29/01 01:00,0,197.38,0,0,197.38
29/01 02:00,0,178.51,0,0,178.51
29/01 03:00,0,172.48,0,0,172.48
29/01 04:00,0,177.5,0,0,177.5
29/01 05:00,0,182.97,0,0,182.97
29/01 06:00,0,194.73,0,0,194.73
29/01 07:00,0,243.14,0,0,243.14
29/01 08:00,24.16,336.35,39.67,0,296.68
29/01 09:00,325.36,112.68,55.88,0,56.8
29/01 10:00,208.8,331.99,110.76,0,221.23
29/01 11:00,638.28,88.16,88.16,179.82,0
29/01 12:00,511,87.89,87.89,93.43,0
29/01 13:00,19.72,503.06,155.11,0,347.95
29/01 14:00,35.93,379.91,79.18,0,300.73
29/01 15:00,7.07,346.74,43.94,0,302.8
29/01 16:00,65.32,253.21,4.51,0,248.7
29/01 17:00,0,359.68,0,0,359.68
29/01 18:00,0,442.47,0,0,442.47
29/01 19:00,0,470.05,0,0,470.05
29/01 20:00,0,440.6,0,0,440.6
29/01 21:00,0,361.72,0,0,361.72
29/01 22:00,0,298.9,0,0,298.9
29/01 23:00,0,237.25,0,0,237.25
30/01 00:00,0,194.49,0,0,194.49
30/01 01:00,0,172.95,0,0,172.95
30/01 02:00,0,162.55,0,0,162.55
30/01 03:00,0,163.87,0,0,163.87
30/01 04:00,0,175.15,0,0,175.15
30/01 05:00,0,197.37,0,0,197.37
30/01 06:00,0,258.39,0,0,258.39
30/01 07:00,0,322.28,0,0,322.28
30/01 08:00,54.57,298.54,10.17,0,288.37
30/01 09:00,88.18,303.38,41.91,0,261.47
30/01 10:00,80.47,295.97,30.55,0,265.42
30/01 11:00,213.08,196.4,52.81,0,143.59
30/01 12:00,106.41,269.8,45.45,0,224.35
30/01 13:00,236.28,114.2,43.77,0,70.43
30/01 14:00,189.6,108.85,25.02,0,83.83
30/01 15:00,392.43,30.39,30.39,128.22,0
30/01 16:00,11.66,267.72,3,0,264.72
30/01 17:00,0,342.2,0,0,342.2
30/01 18:00,0,446.53,0,0,446.53
30/01 19:00,0,476.92,0,0,476.92
30/01 20:00,0,447.04,0,0,447.04
30/01 21:00,0,361.6,0,0,361.6
30/01 22:00,0,286.79,0,0,286.79
30/01 23:00,0,227.04,0,0,227.04
31/01 00:00,0,189.12,0,0,189.12
31/01 01:00,0,171.03,0,0,171.03
31/01 02:00,0,162.7,0,0,162.7
31/01 03:00,0,164.82,0,0,164.82
31/01 04:00,0,175.01,0,0,175.01
31/01 05:00,0,197.31,0,0,197.31
31/01 06:00,0,257.57,0,0,257.57
31/01 07:00,0,318.61,0,0,318.61
31/01 08:00,221.89,187.74,81.33,0,106.41
31/01 09:00,186.23,207.46,79.57,0,127.89
31/01 10:00,185.55,140.28,17.83,0,122.45
31/01 11:00,455.76,44.14,44.14,127.53,0
31/01 12:00,418.28,91.46,91.46,100.67,0
31/01 13:00,570.99,62.07,62.07,282.94,0
31/01 14:00,183.8,180.18,106.55,0,73.63
31/01 15:00,97.08,168.79,14.92,0,153.87
31/01 16:00,91.61,181.73,4.65,0,177.08
31/01 17:00,0,330.51,0,0,330.51
31/01 18:00,0,428.37,0,0,428.37
31/01 19:00,0,461.64,0,0,461.64
31/01 20:00,0,435.7,0,0,435.7
31/01 21:00,0,363.06,0,0,363.06
31/01 22:00,0,293.12,0,0,293.12
31/01 23:00,0,228.31,0,0,228.31
01/02 00:00,0,189.98,0,0,189.98
01/02 01:00,0,173.2,0,0,173.2
01/02 02:00,0,163.83,0,0,163.83
01/02 03:00,0,162.55,0,0,162.55
01/02 04:00,0,172.05,0,0,172.05
01/02 05:00,0,194.63,0,0,194.63
01/02 06:00,0,250.21,0,0,250.21
01/02 07:00,0,304.45,0,0,304.45
01/02 08:00,165.88,204.97,51.41,0,153.56
01/02 09:00,299.41,14.68,0,0,14.68
01/02 10:00,561.01,59.83,59.83,254.43,0
01/02 11:00,684.84,62.53,62.53,346.47,0
01/02 12:00,697.95,107.17,107.17,375.72,0
01/02 13:00,436.31,149.9,149.9,135.51,0
01/02 14:00,293.49,66.29,66.29,24.7,0
01/02 15:00,125.12,168.09,35.35,0,132.74
01/02 16:00,0,274.51,5.79,0,268.72
01/02 17:00,0,322.66,0,0,322.66
01/02 18:00,0,425.68,0,0,425.68
01/02 19:00,0,464.85,0,0,464.85
01/02 20:00,0,440.69,0,0,440.69
01/02 21:00,0,367.53,0,0,367.53
01/02 22:00,0,296.37,0,0,296.37
01/02 23:00,0,233.96,0,0,233.96
02/02 00:00,0,192.97,0,0,192.97
02/02 01:00,0,174.8,0,0,174.8
02/02 02:00,0,165.15,0,0,165.15
02/02 03:00,0,164.66,0,0,164.66
02/02 04:00,0,174.3,0,0,174.3
02/02 05:00,0,196.42,0,0,196.42
02/02 06:00,0,261.14,0,0,261.14
02/02 07:00,0,321.22,0,0,321.22
02/02 08:00,28.32,301.34,11.81,0,289.53
02/02 09:00,192.5,196.51,90.89,0,105.62
02/02 10:00,150.37,275.37,125.79,0,149.58
02/02 11:00,190.87,201.26,74.85,0,126.41
02/02 12:00,151.21,215.92,56.96,0,158.96
02/02 13:00,103.1,234.95,51.84,0,183.11
02/02 14:00,44.92,205.17,0,0,205.17
02/02 15:00,66.19,239.74,65.57,0,174.17
02/02 16:00,38.01,221.97,0.73,0,221.24
02/02 17:00,0,325.8,0,0,325.8
02/02 18:00,0,429.82,0,0,429.82
02/02 19:00,0,463.27,0,0,463.27
02/02 20:00,0,435.1,0,0,435.1
02/02 21:00,0,362.07,0,0,362.07
02/02 22:00,0,288.54,0,0,288.54
02/02 23:00,0,225.25,0,0,225.25
03/02 00:00,0,188.19,0,0,188.19
03/02 01:00,0,173.7,0,0,173.7
03/02 02:00,0,163.98,0,0,163.98
03/02 03:00,0,165.83,0,0,165.83
03/02 04:00,0,176.47,0,0,176.47
03/02 05:00,0,198.77,0,0,198.77
03/02 06:00,0,259.65,0,0,259.65
03/02 07:00,0,326.17,0,0,326.17
03/02 08:00,40.14,345.13,53.9,0,291.23
03/02 09:00,29.61,373.81,98.62,0,275.19
03/02 10:00,36.24,379.16,105.02,0,274.14
03/02 11:00,50.08,379.13,101.19,0,277.94
03/02 12:00,130.01,295.66,112.23,0,183.43
03/02 13:00,20.86,426.82,151.95,0,274.87
03/02 14:00,219.79,243.78,193.56,0,50.22
03/02 15:00,346.56,117.06,117.06,87.06,0
03/02 16:00,20.53,264.72,11.67,0,253.05
03/02 17:00,0,318.74,0,0,318.74
03/02 18:00,0,416.19,0,0,416.19
03/02 19:00,0,455.92,0,0,455.92
03/02 20:00,0,429.97,0,0,429.97
03/02 21:00,0,362.59,0,0,362.59
03/02 22:00,0,298.36,0,0,298.36
03/02 23:00,0,241.9,0,0,241.9
04/02 00:00,0,204.98,0,0,204.98
04/02 01:00,0,182.88,0,0,182.88
04/02 02:00,0,169.16,0,0,169.16
04/02 03:00,0,167.21,0,0,167.21
04/02 04:00,0,174.26,0,0,174.26
04/02 05:00,0,183.4,0,0,183.4
04/02 06:00,0,206.47,0,0,206.47
04/02 07:00,0,282.18,0,0,282.18
04/02 08:00,178.5,307.04,142.87,0,164.17
04/02 09:00,194.47,331.55,170.61,0,160.94
04/02 10:00,576.03,135.32,135.32,219.05,0
04/02 11:00,360.44,170.81,146.33,0,24.48
04/02 12:00,119.03,429.62,171.29,0,258.33
04/02 13:00,125.27,496.81,266.91,0,229.9
04/02 14:00,34.75,463.02,177.67,0,285.35
04/02 15:00,48.49,411.56,161.68,0,249.88
04/02 16:00,13.99,302.76,13.14,0,289.62
04/02 17:00,0,342.59,0,0,342.59
04/02 18:00,0,421.21,0,0,421.21
04/02 19:00,0,448.12,0,0,448.12
04/02 20:00,0,416.63,0,0,416.63
04/02 21:00,0,351.73,0,0,351.73
04/02 22:00,0,302.04,0,0,302.04
04/02 23:00,0,249.47,0,0,249.47
05/02 00:00,0,213,0,0,213
05/02 01:00,0,192.88,0,0,192.88
05/02 02:00,0,174.47,0,0,174.47
05/02 03:00,0,168.68,0,0,168.68
05/02 04:00,0,174.78,0,0,174.78
05/02 05:00,0,180.79,0,0,180.79
05/02 06:00,0,193.74,0,0,193.74
05/02 07:00,0,243.98,0,0,243.98
05/02 08:00,21.4,496.48,197.15,0,299.33
05/02 09:00,13.68,672.03,304.79,0,367.24
05/02 10:00,51.32,741.37,366.84,0,374.53
05/02 11:00,113.3,735.33,396.11,0,339.22
05/02 12:00,271.85,547.33,409.59,0,137.74
05/02 13:00,51.04,668.09,359.57,0,308.53
05/02 14:00,32.37,621.27,326.82,0,294.45
05/02 15:00,36.27,563.88,300.08,0,263.81
05/02 16:00,1.21,350.81,48.55,0,302.26
05/02 17:00,0,344.86,0,0,344.86
05/02 18:00,0,434.94,0,0,434.94
05/02 19:00,0,468.77,0,0,468.77
05/02 20:00,0,438.02,0,0,438.02
05/02 21:00,0,358.65,0,0,358.65
05/02 22:00,0,293.23,0,0,293.23
05/02 23:00,0,233.34,0,0,233.34
06/02 00:00,0,193.81,0,0,193.81
06/02 01:00,0,172.65,0,0,172.65
06/02 02:00,0,162.51,0,0,162.51
06/02 03:00,0,163.98,0,0,163.98
06/02 04:00,0,175.08,0,0,175.08
06/02 05:00,0,198.66,0,0,198.66
06/02 06:00,0,260.74,0,0,260.74
06/02 07:00,0,323.85,0,0,323.85
06/02 08:00,188.41,222.03,65.65,0,156.38
06/02 09:00,341,137.81,124.47,0,13.34
06/02 10:00,118.15,443.3,214.45,0,228.85
06/02 11:00,538.84,357.42,357.42,181.42,0
06/02 12:00,683.81,327.67,327.67,356.14,0
06/02 13:00,642.87,301.88,301.88,340.99,0
06/02 14:00,563.77,269.18,269.18,294.59,0
06/02 15:00,444.65,258.68,258.68,185.97,0
06/02 16:00,210.85,330.18,270.51,0,59.66
06/02 17:00,0,406.58,74.29,0,332.29
06/02 18:00,0,441.1,0,0,441.1
06/02 19:00,0,474.89,0,0,474.89
06/02 20:00,0,445.73,0,0,445.73
06/02 21:00,0,360.65,0,0,360.65
06/02 22:00,0,287.26,0,0,287.26
06/02 23:00,0,226.97,0,0,226.97
07/02 00:00,0,188.2,0,0,188.2
07/02 01:00,0,170.7,0,0,170.7
07/02 02:00,0,162.48,0,0,162.48
07/02 03:00,0,164.54,0,0,164.54
07/02 04:00,0,175.09,0,0,175.09
07/02 05:00,0,197.19,0,0,197.19
07/02 06:00,0,258.07,0,0,258.07
07/02 07:00,0,317.01,0,0,317.01
07/02 08:00,126.61,309.03,108.42,0,200.61
07/02 09:00,87.93,466.88,244.31,0,222.57
07/02 10:00,40.38,443.28,178.55,0,264.73
07/02 11:00,58.32,498.75,230.06,0,268.69
07/02 12:00,49.65,491.51,226.28,0,265.23
07/02 13:00,199.41,362.14,274.66,0,87.48
07/02 14:00,139.35,307.37,189.93,0,117.44
07/02 15:00,250.59,156.15,156.15,2.88,0
07/02 16:00,35.91,245.92,17.95,0,227.97
07/02 17:00,0,321.55,0,0,321.55
07/02 18:00,0,424.01,0,0,424.01
07/02 19:00,0,461.99,0,0,461.99
07/02 20:00,0,436.84,0,0,436.84
07/02 21:00,0,363.71,0,0,363.71
07/02 22:00,0,292.7,0,0,292.7
07/02 23:00,0,228.42,0,0,228.42
08/02 00:00,0,189.95,0,0,189.95
08/02 01:00,0,173.27,0,0,173.27
08/02 02:00,0,164.52,0,0,164.52
08/02 03:00,0,163.38,0,0,163.38
08/02 04:00,0,172.28,0,0,172.28
08/02 05:00,0,194.93,0,0,194.93
08/02 06:00,0,250.12,0,0,250.12
08/02 07:00,0,305.54,3.28,0,302.26
08/02 08:00,29.21,375.52,86.45,0,289.07
08/02 09:00,113.17,343.95,141.69,0,202.26
08/02 10:00,34.52,431.78,158.34,0,273.44
08/02 11:00,83.68,386.65,133.11,0,253.54
08/02 12:00,80.99,469.36,228.94,0,240.42
08/02 13:00,115.61,482.93,299.27,0,183.66
08/02 14:00,93.77,437.37,265.57,0,171.8
08/02 15:00,294.46,254.82,254.82,39.64,0
08/02 16:00,11.65,390.39,138.09,0,252.3
08/02 17:00,0,314.3,0,0,314.3
08/02 18:00,0,422.05,0,0,422.05
08/02 19:00,0,466.64,0,0,466.64
08/02 20:00,0,443.42,0,0,443.42
08/02 21:00,0,367.93,0,0,367.93
08/02 22:00,0,295.29,0,0,295.29
08/02 23:00,0,233.98,0,0,233.98
09/02 00:00,0,194.27,0,0,194.27
09/02 01:00,0,175.99,0,0,175.99
09/02 02:00,0,165.97,0,0,165.97
09/02 03:00,0,165.34,0,0,165.34
09/02 04:00,0,175.07,0,0,175.07
09/02 05:00,0,198.22,0,0,198.22
09/02 06:00,0,264.91,0,0,264.91
09/02 07:00,0,326.22,3.3,0,322.92
09/02 08:00,103.89,275.4,58.91,0,216.49
09/02 09:00,88.25,284.2,72.83,0,211.37
09/02 10:00,105.15,286.78,91.38,0,195.4
09/02 11:00,280.54,198.78,160.57,0,38.21
09/02 12:00,455.86,310.14,310.14,145.72,0
09/02 13:00,649.12,285.94,285.94,363.18,0
09/02 14:00,566.84,249.66,249.66,317.18,0
09/02 15:00,402.87,241.13,241.13,161.74,0
09/02 16:00,177.26,338.01,257.64,0,80.38
09/02 17:00,0,500.5,181.27,0,319.24
09/02 18:00,0,424.18,0,0,424.18
09/02 19:00,0,466.31,0,0,466.31
09/02 20:00,0,437.16,0,0,437.16
09/02 21:00,0,363.55,0,0,363.55
09/02 22:00,0,289.89,0,0,289.89
09/02 23:00,0,226.02,0,0,226.02
10/02 00:00,0,187.54,0,0,187.54
10/02 01:00,0,173.39,0,0,173.39
10/02 02:00,0,164.35,0,0,164.35
10/02 03:00,0,165.77,0,0,165.77
10/02 04:00,0,176.1,0,0,176.1
10/02 05:00,0,198.57,0,0,198.57
10/02 06:00,0,260.11,0,0,260.11
10/02 07:00,0,327.2,4.9,0,322.3
10/02 08:00,149.62,284.4,106.45,0,177.95
10/02 09:00,271.61,288.54,257.06,0,31.48
10/02 10:00,512.31,228.9,228.9,203.45,0
10/02 11:00,676.52,294.03,294.03,352.16,0
10/02 12:00,748.62,234.21,234.21,438.13,0
10/02 13:00,608.3,123.64,123.64,312.68,0
10/02 14:00,354.39,117.55,117.55,85.95,0
10/02 15:00,267.8,47.35,47.35,10.67,0
10/02 16:00,101.02,191.48,22.07,0,169.41
10/02 17:00,0,312.55,0,0,312.55
10/02 18:00,0,412.31,0,0,412.31
10/02 19:00,0,457.55,0,0,457.55
10/02 20:00,0,432.57,0,0,432.57
10/02 21:00,0,364.13,0,0,364.13
10/02 22:00,0,299.1,0,0,299.1
10/02 23:00,0,241.2,0,0,241.2
11/02 00:00,0,203.06,0,0,203.06
11/02 01:00,0,181.77,0,0,181.77
11/02 02:00,0,168.65,0,0,168.65
11/02 03:00,0,166.13,0,0,166.13
11/02 04:00,0,172.79,0,0,172.79
11/02 05:00,0,181.92,0,0,181.92
11/02 06:00,0,206.11,0,0,206.11
11/02 07:00,0,285.82,4.93,0,280.89
11/02 08:00,277.9,193.31,132,0,61.31
11/02 09:00,415.56,132.36,132.36,64.33,0
11/02 10:00,336.01,148.56,129.63,0,18.93
11/02 11:00,247.62,281.69,146.4,0,135.29
11/02 12:00,541.35,99.35,99.35,168.24,0
11/02 13:00,245.13,240.16,135.99,0,104.17
11/02 14:00,247.99,233.15,165.59,0,67.56
11/02 15:00,194.27,192.39,92.63,0,99.76
11/02 16:00,66.67,256.84,23.62,0,233.22
11/02 17:00,0,334.61,0,0,334.61
11/02 18:00,0,415.34,0,0,415.34
11/02 19:00,0,445.53,0,0,445.53
11/02 20:00,0,413.7,0,0,413.7
11/02 21:00,0,347.74,0,0,347.74
11/02 22:00,0,299.29,0,0,299.29
11/02 23:00,0,246.85,0,0,246.85
12/02 00:00,0,211.37,0,0,211.37
12/02 01:00,0,190.71,0,0,190.71
12/02 02:00,0,173.02,0,0,173.02
12/02 03:00,0,166.86,0,0,166.86
12/02 04:00,0,173.48,0,0,173.48
12/02 05:00,0,179.89,0,0,179.89
12/02 06:00,0,193.83,0,0,193.83
12/02 07:00,0,250.27,6.81,0,243.46
12/02 08:00,68.87,348.56,98.2,0,250.36
12/02 09:00,86.79,494.63,201.9,0,292.73
12/02 10:00,52.58,787.86,420.22,0,367.64
12/02 11:00,60.29,835.03,447.66,0,387.37
12/02 12:00,93.83,715.96,404.89,0,311.06
12/02 13:00,109.35,605.32,357.33,0,247.98
12/02 14:00,122.96,522.95,322.95,0,199.99
12/02 15:00,82.6,508.28,295.44,0,212.84
12/02 16:00,30.1,562.61,296.35,0,266.25
12/02 17:00,0,561.14,227.51,0,333.63
12/02 18:00,0,427.09,0,0,427.09
12/02 19:00,0,465.96,0,0,465.96
12/02 20:00,0,434.86,0,0,434.86
12/02 21:00,0,355.58,0,0,355.58
12/02 22:00,0,289.8,0,0,289.8
12/02 23:00,0,229.77,0,0,229.77
13/02 00:00,0,190.68,0,0,190.68
13/02 01:00,0,171.29,0,0,171.29
13/02 02:00,0,161.29,0,0,161.29
13/02 03:00,0,162.16,0,0,162.16
13/02 04:00,0,173.54,0,0,173.54
13/02 05:00,0,196.95,0,0,196.95
13/02 06:00,0,259,0,0,259
13/02 07:00,0,329.31,8.84,0,320.47
13/02 08:00,4.67,625.16,286.54,0,338.62
13/02 09:00,247.31,459.56,353.43,0,106.12
13/02 10:00,194.23,492.06,343.15,0,148.92
13/02 11:00,69.68,641.69,355.69,0,286.01
13/02 12:00,74.4,582.14,328.27,0,253.87
13/02 13:00,62.5,541.11,301.81,0,239.31
13/02 14:00,46.87,488.8,267.83,0,220.96
13/02 15:00,28.75,486.93,257.84,0,229.09
13/02 16:00,18.04,516.74,267.39,0,249.35
13/02 17:00,0,649.11,324.56,0,324.56
13/02 18:00,0,756.31,321.94,0,434.37
13/02 19:00,0,472.29,0,0,472.29
13/02 20:00,0,442.97,0,0,442.97
13/02 21:00,0,359.19,0,0,359.19
13/02 22:00,0,286.49,0,0,286.49
13/02 23:00,0,225.17,0,0,225.17
14/02 00:00,0,186.84,0,0,186.84
14/02 01:00,0,169.09,0,0,169.09
14/02 02:00,0,160.83,0,0,160.83
14/02 03:00,0,162.53,0,0,162.53
14/02 04:00,0,172.68,0,0,172.68
14/02 05:00,0,196.36,0,0,196.36
14/02 06:00,0,257.53,0,0,257.53
14/02 07:00,0,322.91,7.93,0,314.98
14/02 08:00,4.14,611.57,291.45,0,320.12
14/02 09:00,16.75,601.22,308.98,0,292.23
14/02 10:00,50.28,558.68,304.48,0,254.2
14/02 11:00,147.46,508.27,327.86,0,180.4
14/02 12:00,196.84,431.97,314.4,0,117.56
14/02 13:00,112.82,457.51,285.16,0,172.34
14/02 14:00,105.52,403.48,254.5,0,148.98
14/02 15:00,70.07,425.54,247.81,0,177.74
14/02 16:00,80.51,442.03,261.27,0,180.76
14/02 17:00,0,628.67,314.33,0,314.33
14/02 18:00,0,840.53,420.26,0,420.26
14/02 19:00,0,588.8,126.81,0,461.99
14/02 20:00,0,437.03,0,0,437.03
14/02 21:00,0,363.68,0,0,363.68
14/02 22:00,0,292.13,0,0,292.13
14/02 23:00,0,227.16,0,0,227.16
15/02 00:00,0,188.39,0,0,188.39
15/02 01:00,0,172.14,0,0,172.14
15/02 02:00,0,163.1,0,0,163.1
15/02 03:00,0,161.25,0,0,161.25
15/02 04:00,0,170.8,0,0,170.8
15/02 05:00,0,193.64,0,0,193.64
15/02 06:00,0,249.41,0,0,249.41
15/02 07:00,9.16,301.62,10.05,0,291.57
15/02 08:00,260.06,137.04,80.67,0,56.37
15/02 09:00,312.8,89.59,88.86,0,0.73
15/02 10:00,206.5,146.16,47.19,0,98.97
15/02 11:00,458.6,62.6,62.6,123.72,0
15/02 12:00,235.6,138.43,54.28,0,84.15
15/02 13:00,97.02,268.22,69.1,0,199.12
15/02 14:00,515.64,52.63,52.63,252.31,0
15/02 15:00,297.12,61.13,61.13,46.16,0
15/02 16:00,59.76,219.71,21.45,0,198.26
15/02 17:00,0,304.83,0,0,304.83
15/02 18:00,0,417.38,0,0,417.38
15/02 19:00,0,464.81,0,0,464.81
15/02 20:00,0,443.54,0,0,443.54
15/02 21:00,0,368.88,0,0,368.88
15/02 22:00,0,296.91,0,0,296.91
15/02 23:00,0,233.55,0,0,233.55
16/02 00:00,0,193.36,0,0,193.36
16/02 01:00,0,175.05,0,0,175.05
16/02 02:00,0,164.77,0,0,164.77
16/02 03:00,0,164.35,0,0,164.35
16/02 04:00,0,173.37,0,0,173.37
16/02 05:00,0,196.02,0,0,196.02
16/02 06:00,0,263.27,0,0,263.27
16/02 07:00,6.84,320.1,8.74,0,311.36
16/02 08:00,253.17,143.75,79.83,0,63.92
16/02 09:00,373.58,129.66,129.66,76.96,0
16/02 10:00,541.09,243.6,243.6,242.38,0
16/02 11:00,667.22,267.53,267.53,350.26,0
16/02 12:00,734.84,306.47,306.47,428.37,0
16/02 13:00,678.32,282.28,282.28,396.04,0
16/02 14:00,539.1,246.56,246.56,292.54,0
16/02 15:00,390.79,238.31,238.31,152.48,0
16/02 16:00,154.2,352.89,253.55,0,99.35
16/02 17:00,0,493.76,183.37,0,310.38
16/02 18:00,0,416.36,0,0,416.36
16/02 19:00,0,464.03,0,0,464.03
16/02 20:00,0,436.91,0,0,436.91
16/02 21:00,0,364.49,0,0,364.49
16/02 22:00,0,288.29,0,0,288.29
16/02 23:00,0,223.85,0,0,223.85
17/02 00:00,0,186.09,0,0,186.09
17/02 01:00,0,171.52,0,0,171.52
17/02 02:00,0,162.51,0,0,162.51
17/02 03:00,0,163.28,0,0,163.28
17/02 04:00,0,173.41,0,0,173.41
17/02 05:00,0,196.37,0,0,196.37
17/02 06:00,0,257.7,0,0,257.7
17/02 07:00,13.51,317.8,12.78,0,305.02
17/02 08:00,268.89,144.71,88.73,0,55.98
17/02 09:00,477.24,127.79,127.79,177.58,0
17/02 10:00,605.62,232.47,232.47,300.82,0
17/02 11:00,687.61,320.36,320.36,367.25,0
17/02 12:00,737.72,308.17,308.17,429.55,0
17/02 13:00,701.39,293.74,293.74,407.65,0
17/02 14:00,602.57,265.09,265.09,337.48,0
17/02 15:00,431.77,252.2,252.2,179.57,0
17/02 16:00,159.34,367.74,263.54,0,104.2
17/02 17:00,0,608.61,304.31,0,304.31
17/02 18:00,0,807.7,403.85,0,403.85
17/02 19:00,0,815.32,357.4,0,457.92
17/02 20:00,0,434.41,0,0,434.41
17/02 21:00,0,364.57,0,0,364.57
17/02 22:00,0,296.91,0,0,296.91
17/02 23:00,0,237.58,0,0,237.58
18/02 00:00,0,198.48,0,0,198.48
18/02 01:00,0,177.46,0,0,177.46
18/02 02:00,0,164.52,0,0,164.52
18/02 03:00,0,161.55,0,0,161.55
18/02 04:00,0,168.45,0,0,168.45
18/02 05:00,0,177.97,0,0,177.97
18/02 06:00,0,204,0,0,204
18/02 07:00,11.28,276.33,10.75,0,265.58
18/02 08:00,140.27,529.02,334.65,0,194.38
18/02 09:00,463.42,344.24,344.24,119.18,0
18/02 10:00,637.92,347.59,347.59,290.33,0
18/02 11:00,697.67,379.58,379.58,318.09,0
18/02 12:00,727.17,367.14,367.14,360.03,0
18/02 13:00,687.41,341.4,341.4,346.01,0
18/02 14:00,592.25,307.53,307.53,284.72,0
18/02 15:00,430.74,286.15,286.15,144.59,0
18/02 16:00,222.32,362.06,292.19,0,69.87
18/02 17:00,0,646.77,323.39,0,323.39
18/02 18:00,0,806.71,403.35,0,403.35
18/02 19:00,0,876.79,438.4,0,438.4
18/02 20:00,0,587.56,180.57,0,406.99
18/02 21:00,0,343.44,0,0,343.44
18/02 22:00,0,294.74,0,0,294.74
18/02 23:00,0,241.96,0,0,241.96
19/02 00:00,0,207.82,0,0,207.82
19/02 01:00,0,186.5,0,0,186.5
19/02 02:00,0,168.48,0,0,168.48
19/02 03:00,0,163.1,0,0,163.1
19/02 04:00,0,169.08,0,0,169.08
