#{"t_start": 1657098467.6220708, "env_id": "MicrogridControlGym-v0"}
r,l,t
-7205.744926,8759,43.99238
-5231.256954,8759,92.103421
-4904.930204,8759,140.674422
-4904.874845,8759,188.244524
-4928.756541,8759,236.689311
