#{"t_start": 1637058085.0134702, "env_id": null}
r,l,t
23417.306244,8759,31.128726
25203.876745,8759,57.840787
60513.43603,8759,85.592475
62764.147498,8759,112.251999
62291.912002,8759,138.94276
62554.10289,8759,165.353508
59000.518188,8759,191.757716
62440.385078,8759,218.387498
61086.291389,8759,244.864082
62323.349514,8759,320.111702
59691.360852,8759,346.843337
59709.121978,8759,373.472252
56112.045571,8759,400.130191
59940.466378,8759,426.782434
59335.81924,8759,453.875209
58772.319545,8759,481.595136
57792.319959,8759,508.639685
59110.965723,8759,535.359331
58216.000108,8759,562.506062
53232.767383,8759,636.831816
