#{"t_start": 1657034257.829081, "env_id": "MicrogridControlGym-v0"}
r,l,t
-12344.715197,8759,40.037155
-10282.129736,8759,98.551487
-9920.830911,8759,142.580814
-9943.0753,8759,185.806637
-10052.295331,8759,229.696837
