#{"t_start": 1637658606.3134756, "env_id": null}
r,l,t
20863.501244,8759,27.265311
21198.291126,8759,53.812557
21303.192839,8759,80.886186
21059.247599,8759,109.036618
20706.254806,8759,135.997443
20597.328513,8759,162.070357
21270.084993,8759,188.2869
21587.713884,8759,214.924777
22772.794228,8759,241.076624
23164.25297,8759,267.5567
23452.068581,8759,294.121028
23513.035896,8759,320.664043
23245.530089,8759,347.337084
23522.401656,8759,374.153326
23993.878151,8759,400.46826
23473.21977,8759,426.668086
23623.834968,8759,452.964283
24110.461987,8759,479.376405
24427.28812,8759,505.626193
24381.418773,8759,532.098256
24336.985583,8759,558.433545
24175.998871,8759,584.740581
24171.618721,8759,611.163163
24034.019407,8759,637.581201
23917.185226,8759,664.041221
23799.762644,8759,690.32895
24316.331138,8759,716.659139
24269.486142,8759,743.077005
24259.775463,8759,769.713691
24165.200054,8759,842.68411
