#{"t_start": 1657099410.1898234, "env_id": "MicrogridControlGym-v0"}
r,l,t
-5369.394566,8759,40.44471
-4003.17009,8759,85.973786
-3680.011773,8759,131.392787
-3735.407897,8759,177.57094
-3678.361913,8759,223.209797
