#{"t_start": 1657033824.6356294, "env_id": "MicrogridControlGym-v0"}
r,l,t
-12296.939161,8759,43.127072
-10195.879103,8759,88.078668
-9964.806746,8759,131.636179
-9976.209454,8759,175.062168
-9983.330238,8759,218.587453
