#{"t_start": 1637660734.254668, "env_id": null}
r,l,t
-27351.295935,8759,33.736116
-27360.22304,8759,67.100193
-25657.497439,8759,101.791351
-24226.4,8759,134.347715
-25437.869063,8759,167.197618
-26026.207501,8759,200.537274
-26126.193295,8759,234.175045
-26360.732856,8759,267.618646
-26340.808406,8759,302.265682
-25513.863421,8759,336.498474
-24837.433399,8759,370.999129
-25716.316457,8759,405.824928
-26425.687686,8759,440.872567
-26497.056994,8759,475.470394
-26507.147959,8759,509.985115
-27165.124658,8759,545.477028
-26594.203859,8759,580.317485
-26387.368647,8759,615.34094
-25588.721989,8759,650.200559
-25806.181979,8759,684.583966
-25687.506288,8759,718.993193
-25624.537868,8759,753.684429
-25871.26745,8759,788.259122
-24780.435689,8759,822.392249
-24508.56691,8759,856.975101
-24492.588645,8759,889.936689
-24538.971235,8759,923.233533
-25001.53097,8759,956.38375
-25941.460049,8759,989.870189
-26668.99018,8759,1073.148532
