#{"t_start": 1636991857.0858877, "env_id": null}
r,l,t
-5570.961084,8759,28.699353
-3567.729902,8759,56.413892
-1920.481707,8759,85.72736
-1312.050807,8759,112.806521
-1002.753617,8759,139.721766
-948.302233,8759,166.294695
-747.133446,8759,192.926267
-778.331587,8759,219.5623
-1053.310811,8759,246.661882
-1061.926481,8759,307.938198
-985.355868,8759,334.673341
-712.283147,8759,361.430006
-616.009149,8759,388.32115
-476.221666,8759,415.590801
-519.174459,8759,442.533677
-555.629865,8759,469.314692
-681.94696,8759,496.115413
-626.519303,8759,524.140706
-605.090035,8759,551.050569
-598.660119,8759,611.385597
-587.32261,8759,642.689899
-649.284921,8759,671.765272
-644.695677,8759,699.632478
-697.854711,8759,726.660085
-624.366649,8759,755.96349
-684.278666,8759,782.997201
-688.085556,8759,810.077456
-619.981047,8759,837.065055
-596.463597,8759,864.65421
-612.234698,8759,927.365111
