#{"t_start": 1636992795.9955854, "env_id": null}
r,l,t
21639.878099,8759,27.920909
31041.728944,8759,55.821968
43119.219114,8759,84.141023
63313.911859,8759,111.011733
62624.429196,8759,137.766792
61906.303391,8759,164.538636
58553.684819,8759,191.275763
57547.532542,8759,218.126962
63522.462442,8759,244.950163
63141.378617,8759,320.672445
60094.40676,8759,347.720849
59309.938747,8759,374.704005
59605.795815,8759,401.777612
57802.313272,8759,428.807136
51677.965971,8759,455.697656
52878.629971,8759,482.480298
51349.437175,8759,509.216867
49981.882436,8759,535.954544
49775.282564,8759,562.730588
48083.328572,8759,635.325902
48417.481706,8759,663.109907
46269.736177,8759,689.823983
44523.008287,8759,716.7257
42167.213528,8759,743.538698
41104.666339,8759,770.331828
40664.939363,8759,796.991278
42191.744967,8759,823.704798
42556.290929,8759,850.435992
44537.440784,8759,877.192978
44261.636698,8759,948.90576
