#{"t_start": 1637056540.346514, "env_id": null}
r,l,t
24162.599979,8759,27.444769
42271.469676,8759,54.679737
63639.251009,8759,81.506461
62648.032709,8759,108.637887
63132.998227,8759,135.313958
61262.988176,8759,162.771835
60507.552542,8759,189.663892
59002.716129,8759,216.619163
61327.363614,8759,243.569698
53011.438589,8759,317.63477
54695.760503,8759,345.135695
56960.062561,8759,372.183623
59667.995503,8759,402.04664
58828.427661,8759,430.939976
59476.80137,8759,459.022466
57875.262076,8759,487.483764
56353.576952,8759,516.4713
52029.634212,8759,545.13706
49468.968586,8759,572.801795
43584.76449,8759,648.211373
