#{"t_start": 1657533556.180239, "env_id": "MicrogridControlGym-v0"}
r,l,t
-6871.072815,8759,39.850088
-4921.128449,8759,85.040828
-4769.794933,8759,129.38561
-4770.207482,8759,173.720979
-4785.553321,8759,218.485496
